NAME,GEOID,time,lrt_treat,pct_wht,pct_blk,pct_a,pct_hsp,pct_wht80,pct_blk80,pct_as_pi80,pct_hsp80,vacant_hu80,Q1pct,Q2pct,Q3pct,Q4pct,Q5pct,Q1wpct,Q2wpct,Q3wpct,Q4wpct,Q5wpct,Q1bpct,Q2bpct,Q3bpct,Q4bpct,Q5bpct,Q1apct,Q2apct,Q3apct,Q4apct,Q5apct,Q1hsppct,Q2hsppct,Q3hsppct,Q4hsppct,Q5hsppct,above_med_pct,below_med_pct,med_gross_rent80,pop_dens,pct_owner,total_pop,total_nhwht,total_blk,total_as,total_hsp,maj_owner
"Census Tract 10, King County, Washington",53033001000,1990,0,79.97364953886694,4.545454545454546,10.013175230566535,4.61133069828722,0.8778523489932898,0.0328859060402684,0.06107382550335559,0.03557046979865768,16.9999999567081,4.207119741100324,15.6957928802589,26.860841423948216,27.669902912621357,25.5663430420712,3.4090909090909087,20.075757575757574,24.62121212121212,24.431818181818183,27.46212121212121,0,24.242424242424242,0,39.39393939393939,36.36363636363637,0,33.33333333333333,0,11.904761904761903,54.761904761904766,0,0,0,0,100,0.5825242718446602,0.4174757281553398,360,4119.2026188585,0.6931637519872814,1518,1214,69,152,70,1
"Census Tract 11, King County, Washington",53033001100,1990,0,83.76503237742831,2.1739130434782608,10.26827012025902,2.682701202590194,0.926947966599167,0.015689200216655357,0.04227980649140501,0.02448863327475245,17.2659492779873,8.33810047306765,14.6342070049588,24.447716498612113,23.43343497704539,29.146541046316056,7.005982736164509,23.181998807867206,20.111155264142766,18.125924454159406,31.574938737666102,0,0.8242488699859605,6.593990959887684,49.587875565007025,42.993884605119334,0,0,28.57142857142857,44.642857142857146,26.785714285714285,0,57.14285714285714,0,0,42.857142857142854,0.5545269587969996,0.44547304120300046,318,5447.15795383252,0.701063829787234,2162,1811,47,222,58,1
"Census Tract 12, King County, Washington",53033001200,1990,0,75.28821123094087,5.0762365191521015,14.113053179620676,4.648568240981778,0.878849697292285,0.03560154393477281,0.0492251981403003,0.029053015628751705,135.93153809941,25.219084712755595,20.642648490749757,25.219084712755595,18.468029860434925,10.451152223304122,20.588235294117645,33.66013071895425,20.424836601307188,13.848039215686276,11.47875816993464,23.376623376623375,18.83116883116883,38.311688311688314,19.480519480519483,0,24.437299035369776,15.112540192926044,18.327974276527332,17.684887459807076,24.437299035369776,8.256880733944955,44.95412844036697,17.431192660550458,8.256880733944955,21.100917431192663,0.3349561830574489,0.6650438169425511,282,7451.83273116097,0.2523185161496642,5378,4049,273,759,250,0
"Census Tract 13, King County, Washington",53033001300,1990,0,78.35743801652893,4.9328512396694215,11.776859504132231,3.6673553719008267,0.8997088320931732,0.020058233581365263,0.04173406664509864,0.02620511161436431,56.3464618139812,19.824016563146998,22.25672877846791,26.811594202898554,19.40993788819876,11.697722567287784,13.375394321766562,34.95268138801262,22.334384858044164,17.728706624605678,11.608832807570977,71.7948717948718,0,28.205128205128204,0,0,28.7292817679558,24.30939226519337,11.049723756906078,11.602209944751381,24.30939226519337,40,0,30,0,30,0.33488612836438925,0.6651138716356108,273,8089.09753084302,0.3406988694758479,3872,3034,191,456,142,0
"Census Tract 14, King County, Washington",53033001400,1990,0,88.46502395028696,1.5444471447033414,5.426687592411314,3.2010938319777784,0.941232003776257,0.004720320981826754,0.03162615057823927,0.016049091338211006,40.9180573092206,12.855868800684112,19.51241535850514,19.765058688652516,27.644643691792858,20.22201346036537,5.93924451670905,31.156051924034937,15.495758719491661,23.706334217320215,23.702610622444134,0,33.33333333333333,0,33.33333333333333,33.33333333333333,47.76119402985074,16.417910447761194,0,14.925373134328357,20.8955223880597,0,0,0,100,0,0.4939141206013083,0.5060858793986917,340,5326.12227273452,0.585756000989854,4402.87,3895,68,238.93,140.94,1
"Census Tract 15, King County, Washington",53033001500,1990,0,93.23979591836735,0.5952380952380952,3.869047619047619,2.295918367346939,0.9725035936009185,0.0033795067870922716,0.010988697411670191,0.014791345655282314,23.0523639230234,8.133971291866029,11.196172248803828,11.961722488038278,33.97129186602871,34.73684210526316,5.380710659898477,17.66497461928934,9.543147208121827,24.36548223350254,43.045685279187815,0,100,0,0,0,0,0,0,100,0,0,0,0,45.65217391304348,54.347826086956516,0.7291866028708134,0.2708133971291866,277,5217.46906844447,0.820969337289812,2352,2193,14,91,54,1
"Census Tract 16, King County, Washington",53033001600,1990,0,93.58718980460782,1.090387832335584,3.2996199599481932,1.2249576477409025,0.9647621017185481,0.004233893946718342,0.020395529670704838,0.014553614778557128,33.0819431218413,8.381515374580818,14.157467155551512,17.612331669470063,23.32807072651176,36.52061507388584,6.202688800059961,19.25371207166861,14.688259168307717,18.898848318774427,40.956491641189295,0,100,0,0,0,15,12.5,0,40,32.5,0,0,0,0,100,0.6330189909056996,0.3669810090943005,318,4781.21571718368,0.7528801128349788,3760.13,3519,41,124.07,46.06,1
"Census Tract 17.01, King County, Washington",53033001701,1990,0,78.24153267191242,2.7711255559356824,10.776599384194322,5.268559698939446,0.8960537363560035,0.012090680100755667,0.051049538203190685,0.026028547439126727,38.3915143972263,18.79382889200561,18.162692847124827,25.736325385694247,26.297335203366057,11.009817671809257,18.04255319148936,29.78723404255319,21.872340425531913,21.361702127659573,8.936170212765958,28.125,0,0,34.375,37.5,0,30.76923076923077,5.384615384615385,46.92307692307692,16.923076923076923,10,10,52.5,27.500000000000004,0,0.4123422159887798,0.5876577840112202,298,8885.21087907137,0.42983050847457627,2923,2287,81,315,154,0
"Census Tract 17.02, King County, Washington",53033001702,1990,0,79.65266977708657,2.5920165889061693,11.715914981855883,3.913945049248315,0.8960537363560052,0.012090680100755672,0.051049538203190574,0.0260285474391268,46.6084854221844,19.826589595375722,20.346820809248555,22.023121387283236,26.473988439306357,11.329479768786127,14.741035856573706,35.52456839309429,15.604249667994688,21.51394422310757,12.616201859229747,0,26.666666666666668,0,50,23.333333333333332,0,17.142857142857142,10,0,72.85714285714285,38.46153846153847,10.76923076923077,32.30769230769231,0,18.461538461538463,0.40635838150289016,0.5936416184971098,298,7522.32815009208,0.5612485276796231,3858,3073,100,452,151,1
"Census Tract 18, King County, Washington",53033001800,1990,0,79.48424068767909,4.899713467048711,8.911174785100288,4.154727793696275,0.8839835728952776,0.033880903490759715,0.046885694729637294,0.03148528405201913,45.9384698584855,13.676731793960922,20.781527531083483,30.550621669627,24.156305506216697,10.8348134991119,9.366391184573002,34.366391184573004,23.829201101928373,23.140495867768596,9.297520661157025,19.148936170212767,10.638297872340425,23.404255319148938,36.17021276595745,10.638297872340425,7.766990291262135,28.155339805825243,28.155339805825243,8.737864077669903,27.184466019417474,0,61.111111111111114,16.666666666666664,0,22.22222222222222,0.4073416222616933,0.5926583777383067,325,9369.19176343165,0.32271386430678467,3490,2774,171,311,145,0
"Census Tract 19, King County, Washington",53033001900,1990,0,84.87421383647799,2.4213836477987423,7.70440251572327,4.119496855345912,0.894104934657725,0.019832481771435016,0.04733607372279099,0.02796241064330242,35.9181461920378,9.133646742780389,17.192746809939557,21.02081934184016,26.19207521826729,26.4607118871726,7.6138147566719,24.09733124018838,18.995290423861853,18.524332810047095,30.76923076923077,0,0,0,44.44444444444444,55.55555555555556,0,15.555555555555555,18.51851851851852,42.22222222222222,23.703703703703706,0,20,0,48,32,0.5688381464069846,0.43116185359301545,315,5532.11420077904,0.6836388323150034,3180,2699,77,245,131,1
"Census Tract 20, King County, Washington",53033002000,1990,0,87.21509971509973,2.3504273504273505,7.122507122507122,2.1723646723646723,0.9245414753824487,0.008928272087315177,0.03828705398666598,0.024599162567348568,26.7544700596469,8.5588650661179,16.13685967389974,25.671459750932595,29.06920015406274,20.563615354987018,4.36377362790666,23.540660655528146,21.90255402190992,22.114083443727175,28.078928250928097,0,5.88235294117647,47.05882352941176,47.05882352941176,0,10.38961038961039,35.064935064935064,19.480519480519483,23.376623376623375,11.688311688311687,0,100,0,0,0,0.534141096418016,0.4658589035819839,306,6892.8086013119,0.6878228782287823,2808,2449,66,200,61,1
"Census Tract 21, King County, Washington",53033002100,1990,0,86.04718904748033,2.1555490824351877,8.12700262161375,2.767258957180309,0.9121522693997056,0.014641288433382112,0.05153733528550519,0.016398243045388,35.0000001758417,8.142493638676845,18.384223918575064,21.692111959287534,26.08142493638677,25.699745547073793,5.660377358490567,23.9477503628447,18.287373004354137,23.294629898403482,28.80986937590711,24,24,0,28.000000000000004,24,0,42.857142857142854,6.666666666666667,16.19047619047619,34.285714285714285,0,59.09090909090909,40.909090909090914,0,0,0.5572519083969466,0.44274809160305345,308,6511.63949672235,0.6681087762669963,3433,2954,74,279,95,1
"Census Tract 22, King County, Washington",53033002200,1990,0,86.98749703236567,1.5242168936699114,9.033578657771411,2.1091650523400918,0.9244132323045644,0.01515431528368139,0.04860469414156352,0.01533912400665312,80.3152723938466,3.597897566932353,10.393381328612486,20.423622413114035,22.06840222193262,43.51669646940851,1.4392864389109656,17.80646240910969,15.498299682689778,16.323900250017847,48.93205121927173,0,22.15672996048443,0,0,77.84327003951557,2.8131228541384106,12.509918884889704,22.2680263737687,5.938140366338319,56.47079152086487,0,0,0,55.2268627350201,44.773137264979894,0.6871868960072913,0.3128131039927086,358,4701.53000087027,0.8427059933614649,5012.41,4360.17,76.4,452.8,105.72,1
"Census Tract 24, King County, Washington",53033002400,1990,0,83.61828281956078,1.5686613130702587,10.986385746769134,3.212157844745704,0.8882891591920025,0.006190736803350363,0.08279717673692132,0.01395167929462974,17.5745987206831,13.330927263590562,12.739902892400698,17.789381750993808,24.972474593855747,31.167313499159228,9.706768298820757,18.34008696720414,15.425477307160248,18.82634372580053,37.701323701014324,0,100,0,0,0,16.324389832084947,27.61944825952753,6.873427297719978,22.33863871758993,26.844095893077615,0,0,0,40.86539535931631,59.13460464068368,0.5883224113761899,0.4116775886238104,342,7400.93872708642,0.6708824828108245,2779.44,2324.12,43.6,305.36,89.28,1
"Census Tract 25, King County, Washington",53033002500,1990,0,87.23318566250504,2.3761578735400724,7.4909383809907375,2.255336286749899,0.9077834179357005,0.021573604060913652,0.04780033840947519,0.01903553299492385,22.0000002179367,11.828859060402683,11.15771812080537,23.322147651006713,19.966442953020135,33.7248322147651,7.655954631379962,19.94328922495274,20.69943289224953,14.177693761814744,37.523629489603024,0,32,0,0,68,0,3.8461538461538463,9.615384615384617,38.46153846153847,48.07692307692308,0,8.695652173913043,58.69565217391305,15.217391304347828,17.391304347826086,0.5771812080536913,0.4228187919463087,409,6533.29743867807,0.6902502157031924,2483,2166,59,186,56,1
"Census Tract 26, King County, Washington",53033002600,1990,0,90.55249940205692,2.0808419038507537,5.0227218368811295,1.8177469504903134,0.9312688821752262,0.008559919436052364,0.03776435045317232,0.01787512588116815,40.979582195344904,10.851063829787234,10,19.680851063829788,29.734042553191493,29.734042553191493,6.519274376417234,17.403628117913833,16.89342403628118,22.95918367346939,36.224489795918366,46.42857142857143,21.428571428571427,0,0,32.142857142857146,0,15.217391304347828,23.91304347826087,17.391304347826086,43.47826086956522,100,0,0,0,0,0.6430851063829788,0.3569148936170213,364,8482.20630055333,0.6815761448349308,4181,3786,87,210,76,1
"Census Tract 27, King County, Washington",53033002700,1990,0,91.13307132717492,0.9477714733423478,4.802042131601229,2.3378363009111247,0.9399317116457107,0.00798763126731933,0.02981779998264189,0.020152950255356714,48.4677569059209,10.846062247395107,13.014562523260572,26.369162356828873,18.488579288073492,31.281633584441952,8.026937225472569,20.387876086446763,21.87701113806587,16.08243534579738,33.62574020421742,42.10526315789473,0,57.89473684210527,0,0,10.946027580161058,31.19662754258321,18.76438923382339,23.45577338605941,15.637182257372938,0,0,25,0,75,0.554957626329492,0.4450423736705079,319,7641.26970824471,0.6677228817900354,4747.98,4326.98,45,228,111,1
"Census Tract 28, King County, Washington",53033002800,1990,0,90.15570065293822,1.3309894525364139,3.817177297840281,3.415369161225515,0.9262315578894732,0.011252813203300821,0.028757189297324258,0.025756439109777353,68.9999997871346,16.033547113961518,18.253576714356193,21.608288110508138,22.101628021706958,22.002960039467194,10.016242555495399,28.58689767190038,18.841364374661612,19.65349214943151,22.9020032485111,0,0,29.166666666666668,37.5,33.33333333333333,25,27.27272727272727,9.090909090909092,9.090909090909092,29.545454545454547,0,45.714285714285715,20,0,34.285714285714285,0.4908732116428219,0.5091267883571781,281,10487.5620525625,0.5398923152227117,3982,3590,53,152,136,1
"Census Tract 29, King County, Washington",53033002900,1990,0,90.87665647298675,1.4780835881753314,3.236493374108053,2.9306829765545364,0.9430730478589421,0.006045340050377846,0.017632241813602012,0.01939546599496224,60.9999999857973,13.068478829064297,15.891270256142183,23.732357553580762,25.457396759017247,21.850496602195506,9.35005701254276,24.059293044469783,21.094640820980615,22.063854047890537,23.432155074116306,0,40,60,0,0,0,54.166666666666664,8.333333333333332,0,37.5,50,0,50,0,0,0.509147935180345,0.490852064819655,314,10305.2532679587,0.6496544391281234,3924,3566,58,127,115,1
"Census Tract 30, King County, Washington",53033003000,1990,0,91.22532734023842,0.8207934336525308,3.361344537815126,2.990033222591362,0.9391649348195725,0.004534290572454187,0.025694313243907023,0.019081806159078094,54.0000000408618,11.724723874256584,14.65590484282073,24.63891248937978,27.952421410365336,21.02803738317757,9.657039711191336,21.931407942238266,20.487364620938628,20.081227436823106,27.842960288808666,0,0,100,0,0,5.128205128205128,8.974358974358974,21.794871794871796,30.76923076923077,33.33333333333333,17.647058823529413,0,23.52941176470588,13.725490196078432,45.09803921568628,0.5382327952421411,0.461767204757859,318,8875.25697725464,0.7158948685857321,5117,4668,42,172,153,1
"Census Tract 31, King County, Washington",53033003100,1990,0,94.0319222761971,0.6245662734212353,2.4635669673837612,1.717557251908397,0.9584620665980097,0.0032612427051150073,0.012701682114658436,0.016649502231376595,50.9476356501653,12.74401473296501,13.480662983425415,19.631675874769797,27.034990791896867,27.10865561694291,8.654602675059008,21.71518489378442,16.561762391817467,23.367427222659323,29.701022816679778,0,100,0,0,0,0,12.82051282051282,41.02564102564102,20.51282051282051,25.64102564102564,0,76.66666666666667,23.333333333333332,0,0,0.5587476979742173,0.4412523020257827,324,6679.04067853098,0.7615268329554044,5764,5420,36,142,99,1
"Census Tract 32, King County, Washington",53033003200,1990,0,91.13006396588487,1.336176261549396,3.312011371712864,2.700781805259417,0.941798131413693,0.005054372798284571,0.024659212743145906,0.02374023587073064,93.9999997824322,17.364953886693016,19.81554677206851,18.3399209486166,21.238471673254285,23.241106719367586,12.982153137593553,28.583765112262522,14.219919401266552,17.242371905584342,26.971790443293038,0,54.285714285714285,0,31.428571428571427,14.285714285714285,16.842105263157894,32.631578947368425,21.052631578947366,20,9.473684210526317,8.59375,47.65625,29.6875,0,14.0625,0.46824769433465085,0.5317523056653491,242,7361.71378683675,0.45146904512067154,7035,6411,94,233,190,0
"Census Tract 33, King County, Washington",53033003300,1990,0,87.698272823405,2.0091646105040537,4.564681001057455,3.718716954529432,0.9265212399540744,0.012437810945273627,0.031190202831993925,0.02181400688863367,62.9999998386484,18.773171553758004,18.436130771823393,24.334344455679137,23.087293562521065,15.369059656218404,13.14138058324105,30.417128091546697,20.930232558139537,21.373200442967885,14.138058324104835,11.11111111111111,29.629629629629626,9.25925925925926,14.814814814814813,35.18518518518518,14.000000000000002,20,26,40,0,13.698630136986301,0,73.97260273972603,12.32876712328767,0,0.4189416919447253,0.5810583080552747,275,11335.9724047204,0.3697507681802663,5674,4976,114,259,211,0
"Census Tract 34, King County, Washington",53033003400,1990,0,89.55686396033468,1.82832352029749,3.8425782460489617,2.541059807871088,0.9279593779752473,0.011742304030466532,0.023801967629324048,0.02158045065058714,37.9999999469146,13.408939292861907,18.879252835223483,19.946631087391594,24.549699799866577,23.215476984656437,7.445255474452554,28.39416058394161,16.934306569343065,20.656934306569344,26.56934306569343,0,42.857142857142854,0,57.14285714285714,0,21.428571428571427,37.5,0,26.785714285714285,14.285714285714285,52,32,0,0,16,0.5103402268178786,0.4896597731821214,304,10617.954796657,0.5746219592373438,3227,2890,59,124,82,1
"Census Tract 35, King County, Washington",53033003500,1990,0,91.95054945054945,1.291208791208791,2.912087912087912,2.5,0.9520369835307719,0.01011268419531927,0.01791389771742274,0.023692574400462324,62.0000002075104,15.265354800238521,13.118664281454977,16.99463327370304,24.56768038163387,30.05366726296959,9.27703134996801,20.92130518234165,15.22712731925784,21.62507997440819,32.94945617402431,0,50,50,0,0,12.121212121212121,42.42424242424242,0,15.151515151515152,30.303030303030305,13.157894736842104,18.421052631578945,0,21.052631578947366,47.368421052631575,0.5885509838998211,0.41144901610017887,260,7337.98453685429,0.5645539906103286,3640,3347,47,106,91,1
"Census Tract 36, King County, Washington",53033003600,1990,0,90.70661248149197,1.4626396820896395,4.792957727462972,2.3177213423881975,0.9208945591461479,0.014492898879701278,0.03648433539236077,0.02432669687690156,57.4954165045759,20.690285073162062,20.22604025388855,21.933146651326854,20.128984807026594,17.02154321459596,17.730092159281472,31.0319991546743,16.025580628112778,16.731437565439965,18.480890492491476,28.000000000000004,36,36,0,0,7.459910831634326,26.892764376090543,8.206011388690817,25.36369682755671,32.0776165760276,21.875,21.875,21.875,34.375,0,0.3999073938537905,0.6000926061462097,245,9717.15378615676,0.2918760325218141,4444.02,4031.02,65,213,103,0
"Census Tract 38, King County, Washington",53033003800,1990,0,85.65240931239848,1.8949648077964267,9.962100703844072,2.1115322144017323,0.8821052631578952,0.017894736842105286,0.07684210526315782,0.023684210526315856,8.00000003725291,9.113300492610838,13.546798029556651,16.871921182266007,28.201970443349754,32.26600985221675,4.956268221574344,20.99125364431487,15.743440233236154,24.489795918367346,33.819241982507286,0,0,50,50,0,14.516129032258066,20.967741935483872,11.29032258064516,33.87096774193548,19.35483870967742,0,0,0,100,0,0.6773399014778325,0.3226600985221675,292,7658.7606559589,0.7198443579766537,1847,1582,35,184,39,1
"Census Tract 39, King County, Washington",53033003900,1990,0,87.55064456721915,1.289134438305709,8.287292817679557,2.136279926335175,0.9334748761500333,0.006723283793347476,0.050247699929228694,0.01238499646142956,21.9999999385328,12.68462206776716,10.686359687228498,16.941789748045178,21.894005212858385,37.79322328410078,10.142180094786731,17.251184834123222,13.838862559241708,18.672985781990523,40.094786729857816,35,0,30,35,0,14.814814814814813,0,0,31.48148148148148,53.70370370370371,0,32,0,24,44,0.6099044309296264,0.39009556907037357,312,7220.95589819475,0.7553282182438192,2715,2377,35,225,58,1
"Census Tract 40, King County, Washington",53033004000,1990,0,88.20037466851568,3.2844317932997593,6.1633781800193015,2.1490726548751513,0.9211675506105816,0.019543260815419208,0.0386340815288834,0.022068163481315604,48.6496658734823,5.892180774174473,15.22211199475951,20.332871969547462,20.003732795136447,38.54910246638213,4.299684040542793,19.50739955294928,17.806279159744363,13.123533982056825,45.26310326470676,0,0,0,75.33401556143716,24.665984438562845,17.07701120677777,15.05305172038496,15.05305172038496,21.743296929444945,31.073588423007365,24.556113595551768,21.4865993961078,21.4865993961078,7.914574016680865,24.556113595551768,0.6343961684397879,0.3656038315602122,331,2307.37932456415,0.6838272527790503,2466.18,2175.18,81,152,53,1
"Census Tract 41, King County, Washington",53033004100,1990,0,87.97255482308624,1.1704560742634198,7.53397013318983,2.4754473294766584,0.9362578080636003,0.014622373651334479,0.03236797274275979,0.01930721181147081,119.000000038313,11.353562904875554,10.092055915444936,14.012956017729286,19.706784861916127,44.834640300034096,4.84996510816469,16.88764829030007,9.804605722260991,14.235868806699232,54.221912072575016,46.15384615384615,53.84615384615385,0,0,0,28.48101265822785,30.37974683544304,10.759493670886076,0,30.37974683544304,17.391304347826086,32.608695652173914,15.217391304347828,0,34.78260869565217,0.6645073303784521,0.3354926696215479,312,5891.66323960646,0.7126251210849209,7433,6539,87,560,184,1
"Census Tract 42, King County, Washington",53033004200,1990,0,89.73837209302326,2.2093023255813953,4.883720930232558,2.3982558139534884,0.9398700710077051,0.010122374981114976,0.03716573500528784,0.01631666414866295,58.0000001740773,11.355661881977671,14.545454545454545,16.969696969696972,23.189792663476876,33.939393939393945,7.4684431977559615,21.49368863955119,13.709677419354838,18.863955119214587,38.46423562412342,51.85185185185185,24.691358024691358,0,23.456790123456788,0,20,5.88235294117647,14.117647058823529,8.235294117647058,51.76470588235295,0,26.190476190476193,9.523809523809524,7.142857142857142,57.14285714285714,0.6003189792663477,0.3996810207336523,346,7231.75828232815,0.6709860935524652,6880,6174,152,336,165,1
